subs_pos,subs_rate
1,0.006729803355807349
2,0.003742454118421941
3,0.0003706627974431157
4,0.0005491045530895227
5,0.0006565829850618759
6,0.00036170626144541956
7,0.00024251543624530987
8,0.0003362145820673614
9,0.0005008770515634667
10,0.00023975957901524954
11,0.00024871611501294563
12,0.00026180643685573226
13,0.00029418775930894125
14,0.00027489675869851884
15,0.00021564582825222157
16,0.0002521609365505211
17,0.00031623461714942394
18,0.000438181299579594
19,0.00022184650701985732
20,0.00036652901159802515
21,0.0008005765253325287
22,0.0006910312004376301
23,0.0010499816046529893
24,0.0011016539277166207
25,0.0020737825656204053
26,0.004873733511361711
27,0.0037693237264150295
28,0.003538520683397476
29,0.0035901930064611075
30,0.003832019478398902
31,0.00398359162605222
32,0.004155832702930992
33,0.004188902989691716
34,0.004288802814281403
35,0.004453465283777509
36,0.004366655781030608
37,0.004421772925631815
38,0.004549920286829621
39,0.004581612644975314
40,0.004618816717581129
41,0.004786235044307295
42,0.0046422415040366415
43,0.004633973932346461
44,0.0045823016092828295
45,0.004656709754494458
46,0.0046842683267950625
47,0.004742141328626329
48,0.00503357323070521
49,0.004930228584577948
50,0.0049006031193547985
51,0.004907492762429949
52,0.0047896798658448704
53,0.004927472727347887
54,0.004935740299038068
55,0.004999813979636971
56,0.005143118555600109
57,0.0049805229790265484
58,0.00503495115932024
59,0.0051279613408347765
60,0.005100402768534173
61,0.004983278836256609
62,0.004904736905199889
63,0.005067332481773449
64,0.0050625097316208435
65,0.004967432657183762
66,0.004865465939671529
67,0.0048317066886032906
68,0.004705626220328029
69,0.004019417770043005
70,0.004906803798122435
71,0.004916449298427645
72,0.004873044547054195
73,0.004921272048580251
74,0.005053553195623148
75,0.005081800732231266
76,0.005052864231315632
77,0.00494676372795831
78,0.0050115263728647275
79,0.004886134868896982
80,0.005047352516855512
81,0.005017727051632363
82,0.004839974260293471
83,0.004761432329236752
84,0.004558187858519801
85,0.004949519585188369
86,0.005177566770975863
87,0.005065265588850904
88,0.005050108374085572
89,0.004984656764871639
90,0.005073533160541085
91,0.005010837408557212
92,0.004929539620270432
93,0.004888890726127042
94,0.00498879055071673
95,0.004979145050411519
96,0.004957787156878551
97,0.004882001083051891
98,0.004881312118744376
99,0.004882001083051891
100,0.005026683587630059
101,0.00503081737347515
102,0.004887512797512012
103,0.00498879055071673
104,0.004959854049801096
105,0.005001191908252001
106,0.004982589871949094
107,0.004899225190739769
108,0.004967432657183762
109,0.004854442510751288
110,0.004737318578473724
111,0.004720094470785846
112,0.004853064582136257
113,0.004700803470175424
114,0.004736629614166208
115,0.004722161363708391
116,0.004608482252968403
117,0.004438308069012176
118,0.004684957291102577
119,0.004475512141617992
120,0.004354254423495336
121,0.004088314200794514
122,0.004337719280114974
123,0.0038981600519203503
124,0.003832019478398902
125,0.003903671766380471
126,0.0030217974527611624
127,0.0025670810098012064
128,0.001477139475312342
129,0.0021571472468297306
130,0.0016879625534119579
131,0.0025774154744139326
132,0.0019098090604318153
133,0.002410686111995282
134,0.0020035082062538666
135,0.001314543898738782
136,0.0011671055369305537
137,0.001428911973786286
138,0.0017334341977079536
139,0.0017189659472501367
140,0.002604285082407021
141,0.0017747720561588586
142,0.001679694981721777
143,0.002271515321877235
144,0.001330390077811629
145,0.0012869853264381786
146,0.0014626712248545252
147,0.0013448583282694457
148,0.0017417017693981346
149,0.0024134419692253425
150,0.0008136668471753152
151,0.0002060003279470104
152,0.0
ins_pos,ins_rate
3,0.0
4,4.6849572911025774e-05
5,4.202682275842018e-05
6,2.3424786455512887e-05
7,3.513717968326933e-05
8,3.513717968326933e-05
9,2.4802715070543055e-05
10,3.3759251068239156e-05
11,3.858200122084475e-05
12,6.269575198387272e-05
13,2.4802715070543055e-05
14,6.751850213647831e-05
15,4.0648894143390006e-05
16,2.6180643685573227e-05
17,2.549167937805814e-05
18,4.4782679988480514e-05
19,2.27358221479978e-05
20,6.407368059890289e-05
21,0.0002046223993319802
22,0.0001915320774891936
23,8.060882397926493e-05
24,0.00019911068487185954
25,0.00016741832672616562
26,0.00043404751373450346
27,0.000511211516176193
28,0.0005305025167866153
29,0.0005215459807889193
30,0.0005043218731010422
31,0.0005201680521738891
32,0.0005174121949438287
33,0.0005029439444860119
34,0.0005456597315519473
35,0.0005263687309415248
36,0.000519479087866374
37,0.000544281802936917
38,0.0005367031955542511
39,0.0004884756940281952
40,0.0005373921598617662
41,0.0005546162675496433
42,0.0005566831604721886
43,0.0005146563377137684
44,0.0005332583740166757
45,0.0005160342663287986
46,0.0005656396964698846
47,0.0005318804454016456
48,0.0005615059106247942
49,0.0005553052318571584
50,0.0005532383389346132
51,0.0005325694097091606
52,0.0005690845180074601
53,0.0005759741610826109
54,0.000535325266939221
55,0.0005532383389346132
56,0.0005456597315519473
57,0.0005718403752375204
58,0.0005511714460120679
59,0.0005718403752375204
60,0.0005615059106247942
61,0.0005807969112352166
62,0.0005332583740166757
63,0.0005449707672444321
64,0.0005711514109300054
65,0.0005766631253901261
66,0.0005373921598617662
67,0.0004912315512582555
68,0.0004684957291102577
69,0.0004912315512582555
70,0.0006276464841462423
71,0.0005732183038525507
72,0.0005387700884767964
73,0.0005098335875611628
74,0.0005298135524791003
75,0.0005167232306363136
76,0.0005325694097091606
77,0.0005491045530895227
78,0.0005249908023264947
79,0.0005394590527843115
80,0.0005084556589461327
81,0.0005422149100143718
82,0.0005876865543103674
83,0.0004898536226432253
84,0.000503632908793527
85,0.0005484155887820075
86,0.0005360142312467361
87,0.0005532383389346132
88,0.0005587500533947338
89,0.0005697734823149752
90,0.0005615059106247942
91,0.0005229239094039494
92,0.0005718403752375204
93,0.0005346363026317058
94,0.0005284356238640701
95,0.0005008770515634667
96,0.0005084556589461327
97,0.0005325694097091606
98,0.000544281802936917
99,0.0005105225518686779
100,0.000544281802936917
101,0.0005367031955542511
102,0.0005236128737114645
103,0.0004857198367981348
104,0.0005146563377137684
105,0.0005119004804837081
106,0.00048503087249061975
107,0.0005125894447912231
108,0.000511211516176193
109,0.0004567833358825013
110,0.0005022549801784969
111,0.0004698736577252879
112,0.0005146563377137684
113,0.00047125158634031805
114,0.0004939874084883159
115,0.0004857198367981348
116,0.0004919205155657706
117,0.00047676330080043876
118,0.0004740074435703784
119,0.00048503087249061975
120,0.0004374923352720789
121,0.0004643619432651672
122,0.000414067548816566
123,0.0004051110128188699
124,0.0003823751906708721
125,0.00034654904668008767
126,0.00027420779439100377
127,0.00012125771812265494
128,0.00011643496797004935
129,7.027435936653865e-05
130,0.00011505703935501917
131,0.0001322811470428963
132,3.9959929835874924e-05
133,2.27358221479978e-05
134,2.27358221479978e-05
135,2.2046857840482716e-05
136,2.135789353296763e-05
137,2.8936500915633566e-05
138,4.753853721854086e-05
139,2.686960799308831e-05
140,4.822750152605594e-05
141,3.4448215375754245e-05
142,3.720407260581458e-05
143,3.65151082982995e-05
144,3.9270965528359835e-05
145,1.860203630290729e-05
146,9.645500305211188e-06
147,9.645500305211188e-06
del_pos,del_rate
3,0.0011739951800057047
4,0.001169172429853099
