subs_pos,subs_rate
1,0.0037952055985395116
2,0.006389637485873251
3,0.00044010258193514736
4,0.00042923585151699557
5,0.00035860210379900896
6,0.0008421716074067634
7,0.00033958532556724335
8,0.0003151351821264018
9,0.00045640267756237503
10,0.00034773537338085716
11,0.00013583413022689734
12,0.00021733460836303572
13,0.00011953403459966966
14,0.00021733460836303572
15,0.0002743849430583326
16,0.0004645527253759889
17,0.00014398417804051118
18,0.0003830522472398505
19,0.00025808484743110495
20,0.0003124184995218639
21,0.00040750239068069197
22,0.0014534251934278015
23,0.0009263887681474397
24,0.0016653264365817614
25,0.0012578240459010692
26,0.005150830218203947
27,0.0035316873858993307
28,0.0031296183604277144
29,0.003039967834477962
30,0.003050834564896114
31,0.0031866686951230114
32,0.003197535425541163
33,0.0034284534469268884
34,0.0034230200817178128
35,0.00367838824654438
36,0.0036756715639398416
37,0.003553420846735634
38,0.0036430713726853864
39,0.003507237242458489
40,0.003998956793879857
41,0.0039826566982526295
42,0.0037001217073806833
43,0.003909306267930106
44,0.00386312266365296
45,0.003920172998348257
46,0.003922889680952795
47,0.004172824480570286
48,0.004145657654524906
49,0.004148374337129445
50,0.004050573763366079
51,0.004085890637225071
52,0.004303225245588107
53,0.004077740589411458
54,0.004216291402242893
55,0.004248891593497349
56,0.0045232765365556815
57,0.004175541163174824
58,0.00420814135442928
59,0.004164674432756672
60,0.0040967573676432235
61,0.0043820090411197075
62,0.004175541163174824
63,0.00427334173693819
64,0.004387442406328784
65,0.0042543249587064244
66,0.004175541163174824
67,0.0034230200817178128
68,0.004170107797965748
69,0.004550443362601061
70,0.004281491784751804
71,0.0044091758671650876
72,0.004161957750152134
73,0.004164674432756672
74,0.0040831739546205335
75,0.004316808658610797
76,0.004346692167260715
77,0.004330392071633487
78,0.004262475006520038
79,0.0041103407806659135
80,0.0041538077023385205
81,0.004376575675910632
82,0.004292358515169956
83,0.004303225245588107
84,0.004593910284273668
85,0.004550443362601061
86,0.003561570894549248
87,0.004020690254716161
88,0.004398309136746935
89,0.003993523428670782
90,0.004327675389028949
91,0.004186407893592976
92,0.004224441450056507
93,0.003971789967834478
94,0.004102190732852299
95,0.0041836912109884375
96,0.004094040685038686
97,0.004001673476484395
98,0.003979940015648092
99,0.003963639920020864
100,0.003993523428670782
101,0.0040831739546205335
102,0.00406144049378423
103,0.003865839346257498
104,0.003947339824393636
105,0.0038984395375119534
106,0.0038875728070938017
107,0.0040098235242980096
108,0.00406144049378423
109,0.0040397070329479265
110,0.0036512214204990003
111,0.003814222376771277
112,0.003852255933234808
113,0.003610471181430931
114,0.0036077544988263933
115,0.003461053638181344
116,0.003556137529340172
117,0.003561570894549248
118,0.003702838389985221
119,0.003257302442840998
120,0.0034827870990176476
121,0.0031866686951230114
122,0.0033388029209771362
123,0.0030100843258280448
124,0.0031214683126141005
125,0.003556137529340172
126,0.002906850386855603
127,0.0015974093714683126
128,0.0014425584630096498
129,0.0010404894375380335
130,0.0010975397722333305
131,0.0011600234721377031
132,0.0014018082239415804
133,0.0016164261497000783
134,0.0011899069807876205
135,0.0015349256715639398
136,0.0018500608536903417
137,0.0009236720855429018
138,0.000817721463965922
139,0.0010051725636790402
140,0.0007226375728070938
141,0.0007090541597844041
142,0.0013447578892462836
143,0.0016870598974180649
144,0.0014344084151960358
145,0.0009780057376336609
146,0.0013366078414326697
147,0.001317591063200904
148,0.0010513561679561852
149,0.0011111231852560203
150,0.000508019647048596
151,0.000505302964444058
152,0.0
ins_pos,ins_rate
3,0.0
4,1.9016778231765626e-05
5,4.6183604277145095e-05
6,4.07502390680692e-05
