subs_pos,subs_rate
1,0.0042239930313501635
2,0.0005279767797492924
3,0.00029357869026357537
4,0.00016824454783070917
5,0.00030394870490138743
6,0.0033425417871361398
7,0.00022724635525274317
8,0.0004323223343832675
9,0.00020865184624701123
10,0.000205433565842173
11,0.000229749462234284
12,0.0002469136243934212
13,0.00016520506078169527
14,0.00032594028766778194
15,0.00033076770827503924
16,0.0001746811086403856
17,0.00024208620378616386
18,0.0002615746795710175
19,0.0006259555387410338
20,0.0007711357436704023
21,0.0012517322841262431
22,0.000989800017843577
23,0.0017739876764891564
24,0.0008421167059326675
25,0.0009561868669486
26,0.0027909642844180338
27,0.002531356331761084
28,0.0025624663756745204
29,0.002680291197162764
30,0.002728565403235337
31,0.0027255259161863233
32,0.002819571221349929
33,0.002930244308605199
34,0.002947766057475985
35,0.0030527177573448755
36,0.003096700922877665
37,0.0031991495157650146
38,0.0032350869802857084
39,0.0032577937364754
40,0.003371506310779684
41,0.00342442914410369
42,0.003487900785421333
43,0.003470379036550547
44,0.0035057801210037673
45,0.003648993599019068
46,0.003533671884512365
47,0.0035131106485925654
48,0.003575330736419438
49,0.003535638611426433
50,0.0035270565303468643
51,0.0035170441024207012
52,0.003543863105794353
53,0.0035928524852902235
54,0.003596607145762535
55,0.0036200290753755243
56,0.003555305880567111
57,0.003641305484718621
58,0.0035810521238058167
59,0.003570682109168005
60,0.003757521166004446
61,0.0036125197544309017
62,0.0036747398422577737
63,0.0036565029199636906
64,0.0037022740190547233
65,0.003678494502730085
66,0.0036983405652265874
67,0.0036858250303188835
68,0.003616453208259037
69,0.0036570393000311635
70,0.003675276222325247
71,0.0036770641558834904
72,0.003694585904754276
73,0.003689758484147019
74,0.003743038904182674
75,0.003725874742023537
76,0.003701201258919777
77,0.0036813551964232747
78,0.003732668889544862
79,0.0037231928416861714
80,0.0037158623140973734
81,0.0038034710584513025
82,0.003751442191906418
83,0.0037428601108268496
84,0.003704777126036264
85,0.0037346356164589295
86,0.0037128228270483597
87,0.003824926261150224
88,0.0037035255725454937
89,0.0037117500669134134
90,0.003696731425024168
91,0.0037437540776059713
92,0.0037314173360540916
93,0.0037044195393246154
94,0.003763778933458298
95,0.0037004860854964795
96,0.0038655123529223504
97,0.0037432176975384984
98,0.003749296671636526
99,0.0037417873506919034
100,0.003743038904182674
101,0.00384656025720497
102,0.0037321325094773886
103,0.003772003427826218
104,0.0038165229734264798
105,0.003781479475684908
106,0.003704777126036264
107,0.0037537665055321348
108,0.0037253383619560636
109,0.0036767065691718417
110,0.0037180078343672656
111,0.003678494502730085
112,0.0036904736575703164
113,0.0036838583034048155
114,0.0037369599300846462
115,0.0035855219577014255
116,0.003637193237534661
117,0.0036084075072469416
118,0.003582124883940763
119,0.0036078711271794687
120,0.003508104434629484
121,0.003508819608052781
122,0.0035601333011743685
123,0.0035317051575982973
124,0.0035007739070406856
125,0.003495767693077604
126,0.0018329894839111906
127,0.001807422034028309
128,0.002197012756369558
129,0.0016098553758424072
130,0.0011832544288455187
131,0.0009982033055673213
132,0.0010087521135609576
133,0.003238662847402195
134,0.0013128796118181693
135,0.0008667901890364272
136,0.0005009789830198162
137,0.0006951485674450555
138,0.0006624293833292003
139,0.00224153230196982
140,0.001890203357774981
141,0.002618071109335892
142,0.0006282798523667502
143,0.0006186250111522355
144,0.0008961122993916198
145,0.00038529968180146465
146,3.4328324318274345e-05
147,8.99330579796458e-05
148,1.7521748870785862e-05
149,1.7164162159137172e-05
150,0.00017253558837049344
151,0.0015007914287895564
152,0.0
ins_pos,ins_rate
3,0.0
4,8.224494367919895e-06
5,2.127640934309712e-05
6,4.881058614004633e-05
7,2.0203649208151047e-05
8,5.721387386379057e-06
9,0.00010906394705285078
10,1.770054222661021e-05
11,3.3970737606625655e-05
12,5.18500731890602e-06
13,3.450711767409869e-05
14,2.6997796729476175e-05
15,4.559230573520811e-05
16,2.967969706684136e-05
17,2.7534176796949213e-05
18,6.418681474094005e-05
19,0.00027927522179762773
20,0.00024727121110506987
21,0.00037171138675881437
22,0.0006309617527041154
23,9.064823140294318e-05
24,0.0005210038388721429
25,0.0001723567950146691
26,0.00040675488450038613
27,0.00047183566602044787
28,0.0004432287290885526
29,0.0004691537656830827
30,0.0004680810055481366
31,0.0004675446254806636
32,0.00045771099091032456
33,0.00045270477694724293
34,0.00047523273978111047
35,0.0004777358467626513
36,0.000473444806222867
37,0.0004934696620751937
38,0.0004934696620751937
39,0.0004861391344863955
40,0.0004947212155659641
41,0.0005072367504736683
42,0.0005154612448415882
43,0.0005040184700688301
44,0.000503482090001357
45,0.0005033032966455327
46,0.0005168915916881829
47,0.00054228024821524
48,0.0005331617870681984
49,0.0005444257684851322
50,0.0005404923146569966
51,0.0005331617870681984
52,0.000551041122650633
53,0.0005363800674730366
54,0.0005628414841350398
55,0.0005762509858218657
56,0.0005648082110491075
57,0.0005669537313189997
58,0.0005640930376258102
59,0.0005589080303069041
60,0.000552113882785579
61,0.0005762509858218657
62,0.0005782177127359334
63,0.0006045003360421123
64,0.0005716023585704327
65,0.0005851906536130829
66,0.0005615899306442694
67,0.0005776813326684604
68,0.0005846542735456099
69,0.0005859058270363803
70,0.0005910908343552863
71,0.0005869785871713264
72,0.0005766085725335144
73,0.0006084337898702479
74,0.0005780389193801092
75,0.0006028911958396931
76,0.000589839280864516
77,0.0006055730961770584
78,0.0006170158709498164
79,0.0005812571997849473
80,0.0005986001552999089
81,0.0005891241074412186
82,0.0005866210004596777
83,0.0005757146057543927
84,0.0005875149672387995
85,0.0005792904728708796
86,0.0005680264914539458
87,0.0005973486018091385
88,0.0005749994323310953
89,0.0005984213619440845
90,0.000595024288183422
91,0.0005615899306442694
92,0.000551577502718106
93,0.0005513987093622816
94,0.0005739266721961492
95,0.0005512199160064574
96,0.0005208250455163185
97,0.0005413862814361183
98,0.0005517562960739304
99,0.0005390619678104018
100,0.0005342345472031445
101,0.0005456773219759026
102,0.0005256524661235759
103,0.0005118853777251013
104,0.0005033032966455327
